geothermal_grad_degC_m,depth_m,log10_permeability_m2,permeability_md,porosity,thickness_m
0.0145,2794.7,-12.73,187.47,0.04,95
0.0363,4993.7,-13.99,10.41,0.29,35
0.0203,3585.4,-12.05,902.51,0.44,3
0.0246,3664.3,-13.93,11.79,0.23,95
0.035,1903.7,-12.34,462.3,0.14,50
0.0365,3202.4,-14.91,1.24,0.42,5
0.0371,4979.4,-14.17,6.91,0.19,80
0.0468,1544,-12.77,173.56,0.33,25
0.0485,1870.4,-13.92,12.26,0.14,100
0.0351,1766.8,-12.08,839.6,0.4,15
0.0283,3852.3,-13.9,12.86,0.36,45
0.0399,5097.6,-12.5,320.57,0.35,70
0.045,5111.7,-14.41,3.95,0.31,45
0.0378,3821.9,-14.17,6.92,0.33,110
0.0205,4465.8,-15,1.02,0.35,110
0.0292,3412.6,-12.76,176.61,0.08,40
0.0488,2379.2,-14.86,1.39,0.28,30
0.0385,4019.2,-14.41,3.9,0.23,100
0.0384,2451.9,-14.07,8.53,0.31,50
0.0221,3803.6,-12.51,315.62,0.06,110
0.0178,1176.9,-14.97,1.1,0.17,50
0.0279,1773.8,-13.47,34.37,0.18,100
0.0414,1763.4,-12.72,194.27,0.1,30
0.0225,920.1,-13.37,43.47,0.07,10
0.0168,2521.7,-13.78,16.78,0.3,60
0.0262,2395.4,-13.99,10.48,0.09,3
0.0307,4562.9,-13.22,61.73,0.11,15
0.0317,2166.8,-14.73,1.9,0.21,3
0.0271,1470.8,-13.33,47.14,0.41,95
0.0186,1358,-12.5,317.05,0.29,100
0.0441,3506.1,-15.04,0.93,0.33,110
0.037,4882,-12.47,339.43,0.31,75
0.0246,1222.6,-14.06,8.75,0.03,60
0.0279,1254.6,-12.98,105.71,0.04,105
0.0325,1041.8,-14.69,2.05,0.2,90
0.041,2232.4,-12.98,105.13,0.32,20
0.0255,3399.6,-12.23,600.61,0.07,55
0.0415,5358.8,-14.37,4.33,0.41,20
0.0444,2221.7,-12.43,375.45,0.43,105
0.017,1087.2,-14.12,7.63,0.29,70
0.0259,1804.2,-13.64,23.23,0.26,110
0.0362,2894.2,-12.29,519.34,0.25,85
0.0232,5088.8,-14.07,8.56,0.27,35
0.0285,4767.7,-12.09,820.98,0.2,35
0.0403,2934.9,-13.51,31.57,0.31,95
0.0322,1536.7,-12.38,426.64,0.41,75
0.0158,4089.4,-12.15,720.48,0.26,40
0.0233,4297.7,-13.06,88.14,0.23,85
0.0222,1583.4,-13.61,24.78,0.18,30
0.0457,4917.2,-15,1.01,0.17,40
0.0378,2582.2,-14.49,3.25,0.24,110
0.0348,1613.4,-14.9,1.27,0.06,85
0.0379,1168,-12.99,103.84,0.04,90
0.0358,3750.6,-12.71,195.4,0.26,55
0.0219,2313.1,-14.85,1.42,0.22,55
0.0311,1785.1,-14.73,1.89,0.24,110
0.0347,5039.4,-12.44,368.85,0.27,25
0.0491,4397.2,-12.58,267.53,0.24,70
0.0483,3022.4,-13.2,64.57,0.19,5
0.0429,5190.6,-15.05,0.9,0.26,70
0.0333,1224.1,-13.37,43.59,0.19,105
0.0229,3837.6,-15.03,0.95,0.33,90
0.0385,4994.7,-14.99,1.05,0.16,10
0.0165,2693.1,-14.41,3.97,0.18,100
0.0472,1071,-14.28,5.35,0.19,5
0.0305,2966.9,-13.47,33.97,0.39,55
0.0278,3774.1,-14.36,4.46,0.26,20
0.0399,2165,-13.39,41.34,0.41,45
0.0285,3544.2,-14.72,1.93,0.25,20
0.0483,2032.7,-13.65,22.46,0.09,45
0.0388,5478.5,-13.95,11.27,0.31,35
0.0398,1590.1,-14.81,1.58,0.26,100
0.0263,2590.8,-14.62,2.42,0.26,15
0.0449,1564.2,-13.88,13.23,0.43,95
0.03,4460.8,-13.76,17.78,0.31,75
0.0418,1002,-14.97,1.08,0.04,105
0.0471,3249.6,-12.1,806.29,0.15,55
0.0366,2727.8,-12.68,210.62,0.23,80
0.0203,4413.6,-12.6,257.13,0.39,15
0.0487,4911.3,-12.9,127.73,0.38,90
0.041,3101.5,-14.44,3.67,0.04,70
0.0193,3239,-12.56,280.54,0.24,60
0.0209,5498.8,-14.27,5.5,0.35,10
0.0482,2633.2,-14.85,1.44,0.3,90
0.0261,3171.9,-12.64,229.96,0.31,60
0.0163,2419.1,-13.51,31.3,0.32,55
0.0236,1316.9,-13.76,17.5,0.37,110
0.0343,2156.3,-12.14,739.8,0.03,95
0.0486,4246.3,-14.34,4.67,0.18,95
0.035,4828,-13.87,13.78,0.33,3
0.0232,4667.7,-12.91,125.33,0.18,85
0.0461,2658,-12.58,265.2,0.43,90
0.0355,5107.6,-14.44,3.69,0.07,20
0.0328,3045.3,-14.83,1.5,0.22,110
0.0379,2217.9,-14.62,2.44,0.15,60
0.028,2579,-14.25,5.65,0.19,80
0.035,5446.3,-13.23,60.2,0.07,10
0.0203,1702.7,-12.18,664.06,0.04,35
0.0321,2382.2,-12.12,765.28,0.03,40
0.0377,5007.5,-12.13,753.11,0.33,65
0.0324,3509.7,-12.46,350.36,0.41,25
0.0431,1328.5,-14.58,2.65,0.17,70
0.0282,4614.6,-13.15,71.3,0.05,20
0.0175,5187.3,-12.83,150.39,0.09,85
0.0315,3254.2,-14.29,5.16,0.39,90
0.0407,2425.3,-13.89,13.06,0.3,50
0.0388,4719.4,-14.54,2.93,0.07,45
0.0486,3293.4,-13.92,12.07,0.16,85
0.0358,991,-13.78,16.93,0.23,60
0.0483,1094.4,-14.08,8.49,0.06,95
0.0316,2815,-14.12,7.73,0.33,75
0.0264,5454.2,-13.25,57.5,0.07,40
0.0418,3301.1,-12.42,385.76,0.32,100
0.0279,4345,-12.86,138.29,0.18,95
0.0262,5120.9,-14.37,4.29,0.39,60
0.037,1927.6,-13.73,18.87,0.38,80
0.0229,1759.8,-13.62,24.37,0.14,20
0.0257,2795.5,-14.72,1.95,0.21,40
0.0469,2335,-13.68,21.31,0.11,35
0.0445,1542.3,-13.3,50.41,0.25,40
0.0156,5297.1,-14.54,2.93,0.05,20
0.0402,2506.6,-13.28,53.23,0.32,85
0.0417,1368.1,-12.85,142.69,0.38,75
0.0418,4571.5,-15,1.02,0.21,100
0.0251,5308.3,-12.15,716.44,0.13,30
0.0312,3729.8,-14.81,1.58,0.43,5
0.0308,2272.2,-14.68,2.11,0.14,55
0.0229,2892.7,-13.69,20.75,0.44,30
0.0358,5356,-12.88,132.52,0.33,25
0.0397,2801.7,-13.69,20.59,0.11,65
0.0479,4267.2,-12.56,276.77,0.16,95
0.0494,4953.5,-12.43,373.25,0.11,100
0.042,5053.4,-14.81,1.58,0.27,35
0.0309,1178.6,-14.4,4.02,0.03,15
0.0184,1247.5,-12.21,630.7,0.43,5
0.0288,1059.5,-12.62,244.24,0.23,90
0.0169,2560.4,-14.05,9.1,0.23,5
0.0366,5483.3,-13.68,21.41,0.37,65
0.0191,3199.4,-12.32,480.39,0.07,50
0.041,2462.5,-14.6,2.55,0.35,35
0.0449,5421.8,-13.15,72.01,0.31,90
0.0214,1573.8,-13.85,14.16,0.41,95
0.021,2201.1,-14.72,1.94,0.21,70
0.0487,4477.6,-13.84,14.74,0.07,50
0.0494,2470.2,-13.74,18.59,0.35,3
0.0388,4140.9,-12.01,1000.62,0.11,75
0.0414,3804.9,-12.25,570.72,0.05,110
0.0349,5418.9,-14.83,1.49,0.39,110
0.0286,1117.3,-13.8,16.07,0.26,100
0.0375,2158.2,-13.25,57.64,0.31,100
0.0241,4270,-14.13,7.53,0.39,95
0.0158,4666.3,-12.78,168.99,0.14,40
0.0231,3659.4,-14.79,1.66,0.18,90
0.0351,1179.9,-13.09,82.62,0.23,60
0.0356,4929.2,-14.19,6.58,0.19,30
0.0264,1334.8,-14.82,1.54,0.31,80
0.0485,1021.5,-13.29,52.38,0.29,95
0.0264,3567.6,-13.28,52.64,0.17,105
0.0295,2789.6,-12.46,354.1,0.24,50
0.022,2253.9,-12.18,671.17,0.03,90
0.0471,3356.4,-14.61,2.48,0.34,55
0.0266,1366.1,-14.93,1.2,0.12,85
0.0472,4587.8,-14.22,6.04,0.42,95
0.044,3592.6,-14.55,2.83,0.42,25
0.0169,2855.1,-12.48,335.63,0.18,105
0.018,3531.2,-12.01,990.17,0.32,105
0.0463,4826.5,-14.59,2.62,0.33,70
0.0307,3614.3,-13.87,13.72,0.39,3
0.045,1044.9,-12.33,475.95,0.12,30
0.0141,4857,-11.97,1086.98,0.05,20
0.0291,5096.9,-14.58,2.67,0.33,20
0.0291,2744.9,-13.22,61.33,0.28,25
0.0453,3731.5,-14.87,1.36,0.32,60
0.0142,906.9,-14.51,3.13,0.05,70
0.0254,3083.7,-12.91,124.76,0.19,65
0.0171,1136.1,-13.42,38.85,0.04,55
0.0484,1386.4,-13.02,96.5,0.37,25
0.031,3524.2,-12.37,434.19,0.18,25
0.0314,4362.6,-14.02,9.59,0.19,75
0.0487,3091.8,-14.8,1.6,0.15,35
0.0428,2089.8,-12,1016.74,0.03,50
0.0229,2239.8,-14.01,9.89,0.3,55
0.0375,1712.1,-13.73,18.92,0.33,85
0.0446,3772,-12.69,209.13,0.28,85
0.0213,3245.6,-14.31,4.97,0.19,70
0.0467,4088.5,-14.82,1.53,0.22,65
0.0398,3644.2,-12.98,106.26,0.26,110
0.0493,1552,-12.89,129.11,0.3,100
0.032,1892.9,-13.48,33.65,0.16,65
0.0237,2344.1,-12.46,348.97,0.27,30
0.0477,3940.9,-14.31,4.92,0.41,80
0.039,3996.4,-12.63,235.56,0.05,70
0.0287,1774.4,-14.89,1.31,0.23,90
0.0337,4198.8,-12.77,171,0.04,45
0.027,3533.4,-12.12,767.79,0.23,60
0.0226,4632.5,-12.87,136.5,0.31,95
0.0311,5090.9,-12.23,595.3,0.28,3
0.0297,3013.9,-14.8,1.59,0.38,70
0.0256,3701.7,-13.36,44.19,0.26,25
0.0416,1488.4,-13.88,13.36,0.37,65
0.0334,4121.3,-13.49,33.04,0.32,55
0.0194,3032.2,-12.55,283.15,0.23,30
0.0178,2847.1,-14.67,2.16,0.18,30
0.0375,3967.9,-14.62,2.43,0.16,55
0.048,5366,-12,1012.67,0.07,75
0.0456,3748.7,-14.05,8.93,0.17,65
0.027,2102.8,-12.67,216.59,0.23,45
0.0181,2868.1,-13.64,23.32,0.14,45
0.0332,4172.7,-14.12,7.68,0.13,35
0.0452,1337.6,-12.67,215.43,0.06,90
0.0333,5019.7,-12.82,153.04,0.09,100
0.0315,1331.8,-15.02,0.98,0.19,50
0.0147,2549,-12.72,191.51,0.03,50
0.0392,4411.8,-12.15,718.88,0.22,15
0.0239,3422.3,-14.27,5.38,0.06,90
0.0177,2801.1,-13.65,22.57,0.36,3
0.0138,1749.1,-12.3,513.64,0.31,15
0.0261,3319.6,-13.06,87.64,0.44,25
0.0354,3566.3,-14.73,1.9,0.41,90
0.0429,5065.1,-12.7,200.54,0.34,10
0.0264,2679.5,-14.25,5.76,0.32,25
0.0176,1281.5,-14.74,1.86,0.41,10
0.0431,1863.7,-12.24,585.68,0.4,25
0.0344,2168.8,-14.28,5.32,0.41,110
0.0392,1161.1,-12.62,240.37,0.04,20
0.0227,4307.8,-14.54,2.9,0.03,30
0.0328,3638.9,-13.15,71.13,0.29,60
0.0254,1642.6,-14.49,3.27,0.37,95
0.042,3847.6,-14.23,5.95,0.11,75
0.0185,2354.3,-14.31,4.92,0.35,45
0.0413,2484.2,-13.85,14.41,0.28,3
0.0302,4883.7,-12.92,121.31,0.44,50
0.0488,1004.4,-12.78,166.8,0.22,10
0.0203,1342.3,-12.5,317.75,0.17,105
0.0274,2498.7,-14.67,2.18,0.23,25
0.0443,3537.6,-14.57,2.71,0.4,5
0.0254,4266,-13.21,62.79,0.23,95
0.0342,3989.5,-13.78,16.9,0.32,75
0.0392,4902.3,-14.6,2.57,0.12,30
0.025,3175.2,-12.05,908.49,0.35,15
0.0203,4906.5,-14.19,6.56,0.44,85
0.0401,1950,-14.13,7.45,0.19,110
0.0427,3345.9,-13.06,88.72,0.09,40
0.0344,2111,-13.62,24.5,0.39,25
0.0351,1493.9,-13.89,13.05,0.13,105
0.0266,2676.2,-14.53,3,0.34,105
0.0302,1043.6,-12.7,203.97,0.41,45
0.0197,2465.7,-14.68,2.1,0.03,15
0.049,3823,-12.24,578.95,0.07,80
0.0253,5214.2,-14.87,1.35,0.12,110
0.0238,4529.2,-13.42,38.33,0.22,40
0.0442,3780,-13.08,84.68,0.34,50
0.0378,4161.4,-12.98,106.78,0.36,35
0.0433,2523,-12.28,527.39,0.18,80
0.0164,1280.7,-14.09,8.22,0.14,80
0.0278,1258.3,-13.51,31.34,0.11,3
0.043,5038,-14.08,8.36,0.36,95
0.0286,4752.2,-13.46,35.36,0.37,70
0.0432,3891,-12.23,589.87,0.32,15
0.0343,3768.3,-13.99,10.27,0.34,95
0.0162,3750,-14.23,6.01,0.24,35
0.0465,3494.8,-14.81,1.56,0.33,105
0.0341,1602,-12.45,360.54,0.36,105
0.041,5431.3,-12.19,650.98,0.3,10
0.0232,4349.6,-13.43,37.96,0.18,65
0.0294,2368.6,-13.04,92.2,0.27,75
0.0349,3112.7,-13.35,44.78,0.26,3
0.0478,1036.6,-14.63,2.36,0.08,110
0.0386,2641.8,-13.79,16.53,0.04,65
0.0136,2563.1,-13.44,37.08,0.27,80
0.0369,5480.8,-14.86,1.4,0.4,60
0.0235,2584.1,-13.73,18.95,0.27,80
0.0226,2203.6,-12.86,141.22,0.34,80
0.0414,2119.1,-12,1021,0.1,100
0.0461,4176.3,-13.91,12.55,0.4,105
0.0439,5456.8,-12.36,441.7,0.2,75
0.0474,3529.2,-13.02,97.63,0.06,3
0.0353,4765.9,-13.8,16.2,0.15,95
0.0163,3764,-12.73,186.55,0.04,75
0.0458,1663.9,-12.95,114.51,0.09,70
0.0279,1171.2,-12.1,801.75,0.38,95
0.0315,4615.1,-13.63,23.73,0.07,80
0.041,2325.8,-12.27,545.45,0.18,40
0.0188,2684.1,-15.04,0.92,0.35,105
0.0404,4726.2,-13.3,50.55,0.38,80
0.0152,3140.3,-14.93,1.19,0.33,65
0.0332,1963.3,-13.86,13.95,0.33,3
0.019,1954,-12.76,176.49,0.07,5
0.048,1768.7,-13.71,19.74,0.42,10
0.0263,2993.3,-13.29,51.45,0.13,65
0.0316,3382.6,-12.04,934.29,0.07,25
0.0455,1932.1,-13.57,27.2,0.15,5
0.0231,3091.1,-13.52,30.53,0.21,3
0.0456,1680.2,-13.21,62.27,0.13,100
0.0302,2714.1,-14.46,3.48,0.11,10
0.0315,5479.9,-14.58,2.67,0.21,55
0.0221,4912.1,-14.49,3.29,0.25,20
0.027,1184.6,-12.75,181.75,0.36,5
0.0335,2847.7,-13.92,12.31,0.26,15
0.0152,4130.5,-14.26,5.57,0.38,15
0.019,4831.2,-12.06,886.58,0.41,55
0.0268,916.2,-13.67,21.56,0.28,3
0.044,5151.6,-14.35,4.55,0.32,55
0.0137,3417.6,-15.03,0.94,0.14,25
0.0236,4753.6,-12.76,174.24,0.09,45
0.0427,1748.1,-14.34,4.58,0.07,75
0.038,2032.3,-12.72,192.67,0.43,110
0.0251,4907.8,-13.81,15.76,0.19,90
0.0287,4406.8,-14.26,5.61,0.1,100
0.0406,4144.4,-14.55,2.84,0.19,35
0.049,3669.2,-13.45,35.76,0.18,15
0.0341,1204.5,-12.39,409.22,0.29,25
0.024,3736.4,-12.2,637.44,0.42,75
0.0448,3910.7,-12.85,142.88,0.38,20
0.0322,3179.1,-14.58,2.69,0.38,45
0.0199,2213.4,-12.02,965.9,0.17,3
0.0327,3515.6,-13.13,75.9,0.17,15
0.048,1085.3,-12.75,178.79,0.04,70
0.0159,1057.7,-12.5,318.6,0.38,85
0.0324,3447.5,-14.8,1.62,0.09,60
0.0152,4629.9,-13.25,56.52,0.28,85
0.0481,2341.6,-14.28,5.28,0.36,10
0.0337,2967.3,-13.97,10.92,0.36,5
0.03,2194.9,-14.92,1.23,0.37,95
0.0151,3825.3,-13.12,76.1,0.34,25
0.0454,3206.8,-11.98,1048.89,0.09,15
0.0341,3991.1,-12.89,131.06,0.17,40
0.017,1898.3,-13.26,55.98,0.05,5
0.0361,3177.6,-12.44,366.01,0.22,80
0.0249,1071.2,-12.74,183.2,0.35,75
0.0177,1507.9,-13.34,46.19,0.39,5
0.033,3584.2,-14.63,2.39,0.27,110
0.0266,3119.6,-14.7,2.04,0.23,90
0.0201,2016.6,-12.97,109.32,0.11,85
0.0233,5094.5,-12.76,175,0.21,55
0.0427,3217.3,-14.18,6.74,0.23,30
0.0475,1434.8,-12.03,954.49,0.17,110
0.0225,4617.9,-12.35,450.27,0.26,85
0.0262,1034,-12.45,358.91,0.22,20
0.0247,4168.3,-13.95,11.33,0.22,70
0.0467,1561.2,-12.64,229.65,0.34,75
0.0483,3378.9,-13.74,18.34,0.35,110
0.0396,2219.6,-13.45,36.24,0.03,3
0.0353,1780.1,-12.23,592.49,0.19,20
0.0267,2736.7,-13.55,28.43,0.32,105
0.0419,3503.2,-12.8,159.36,0.08,55
0.0368,4292.4,-13.11,78.79,0.13,20
0.0218,3435.4,-13.22,61.47,0.4,105
0.0247,2389.9,-13.46,34.93,0.37,20
0.0458,2140.5,-14.57,2.73,0.24,50
0.0269,3435.9,-13.45,36.11,0.42,85
0.0393,4058,-12.33,470.68,0.08,55
0.0313,1846.1,-13.32,49,0.38,3
0.0172,5427.2,-13.45,36.06,0.4,25
0.0345,4099.6,-14.49,3.31,0.14,15
0.0192,3760.7,-14.3,5.11,0.07,110
0.0409,1074.6,-12.24,577.52,0.24,35
0.0295,1128.1,-12.91,123.49,0.19,25
0.0293,933.4,-12.54,293.16,0.24,3
0.0246,4926.8,-12.58,266.84,0.43,85
0.0381,1582.3,-14.11,7.81,0.11,40
0.0424,1104.2,-13.95,11.24,0.36,45
0.0386,963.3,-14.37,4.31,0.39,35
0.0468,3961.2,-14.6,2.57,0.08,55
0.0139,2652,-14.23,6.02,0.29,40
0.0343,1352.4,-12.06,875.36,0.21,70
0.0429,4364.5,-13.38,42.26,0.33,40
0.0368,3049.4,-13.96,11.09,0.2,25
0.0143,4106.7,-14.65,2.26,0.24,55
0.0255,2909.1,-12.03,939.19,0.44,90
0.0205,1292.2,-14.21,6.2,0.31,25
0.0263,3752.2,-14.51,3.11,0.17,25
0.0225,3034.3,-14.22,6.16,0.42,105
0.0219,2524.1,-12.64,234.02,0.14,10
0.0145,5203.7,-13.66,22.28,0.13,45
0.0308,4513.6,-12.38,420.27,0.11,110
0.0228,4415.9,-14.02,9.72,0.23,75
0.0201,1938.5,-13.65,22.74,0.39,70
0.0215,2740,-12.74,183.73,0.39,50
0.0197,5391.7,-12.32,485.18,0.3,110
0.046,2388.3,-13.05,91.28,0.17,65
0.0361,2351.6,-12.47,345.11,0.24,50
0.0151,4805.5,-13.91,12.58,0.25,75
0.0359,948.2,-12.45,358.01,0.16,45
0.0488,3842,-13.67,21.85,0.34,60
0.0142,2372.6,-12.1,796.21,0.11,75
0.0358,1316.3,-14.97,1.09,0.22,5
0.0474,1040.9,-13.55,28.49,0.35,25
0.0461,5125.6,-12.39,414.96,0.08,15
0.0341,2843.1,-14.02,9.66,0.39,100
0.0269,4028.1,-13.74,18.37,0.39,75
0.0299,5012,-13.62,24.54,0.18,80
0.0376,1824.2,-12.31,498.58,0.32,25
0.0434,1684.5,-13.03,94.91,0.06,75
0.0236,1721,-13.38,42.35,0.22,30
0.0302,3328.2,-13.4,39.99,0.24,50
0.0377,2790,-13.65,22.89,0.09,15
0.0257,2505.3,-12.84,147.91,0.07,45
0.0213,3988.1,-12.05,911.93,0.42,35
0.0405,2732.3,-12.04,913.65,0.24,60
0.0261,2026.9,-13.08,84.56,0.07,35
0.0476,1483.6,-13.79,16.37,0.42,70
0.0414,5369.6,-14.21,6.23,0.34,75
0.0225,2036,-14.35,4.51,0.12,75
0.0366,5254.2,-13.54,29.14,0.28,15
0.0242,1210.5,-13.23,59.79,0.31,15
0.0486,3998.1,-11.99,1032.57,0.41,40
0.0156,2429.2,-14.52,3.08,0.36,3
0.0218,4257.4,-13.94,11.56,0.36,35
0.0356,2999.3,-14.85,1.42,0.42,65
0.0373,5014,-14.49,3.3,0.37,70
0.0418,2665.7,-14.42,3.86,0.37,35
0.0379,3617.8,-13.94,11.7,0.18,85
0.0224,3245,-13.89,13.18,0.24,3
0.0431,2103.4,-12.73,189.68,0.15,110
0.0493,1623,-14.88,1.35,0.38,20
0.0409,3915.6,-14,10.16,0.14,75
0.0464,2784.6,-14.53,2.98,0.19,10
0.0161,5137.7,-12.52,303.9,0.19,80
0.0428,3408.7,-13.24,57.66,0.4,100
0.0475,2962,-14.15,7.16,0.13,15
0.0148,1998.1,-13.45,36.12,0.38,60
0.0221,3449.8,-12.2,634.27,0.17,90
0.0379,1404.4,-14.7,2.02,0.22,25
0.0332,5473.2,-13.3,50.51,0.4,90
0.0384,3814.6,-12.73,186.94,0.2,40
0.0136,2864.7,-14.8,1.61,0.43,5
0.0214,1714.6,-12.18,662.34,0.33,15
0.0351,2067.3,-13.88,13.4,0.32,65
0.0263,4185.9,-12.86,140.85,0.16,105
0.0267,5348.2,-14.03,9.44,0.27,105
0.0445,2881.7,-12.01,985.35,0.41,5
0.0377,2972.7,-14.76,1.76,0.35,40
0.0181,3413.6,-15.04,0.92,0.21,90
0.0145,4151.5,-12.33,473.4,0.38,10
0.026,5364.5,-14.23,5.9,0.31,35
0.0492,4809.8,-14.99,1.05,0.08,75
0.03,5354,-12.72,194.82,0.21,30
0.0492,4479.6,-13.98,10.57,0.39,65
0.0448,5162.6,-12.37,430.03,0.2,10
0.036,2702.3,-13.34,45.86,0.37,30
0.0489,2922.7,-14.38,4.19,0.27,20
0.0301,944,-14.96,1.12,0.07,85
0.0141,3862.3,-13.66,22.1,0.14,5
0.0166,3570.5,-14.25,5.72,0.31,100
0.0365,5258.7,-14.85,1.42,0.1,25
0.0237,2879.5,-12.67,218.36,0.32,85
0.0178,5206.2,-13.61,25.1,0.22,105
0.0261,5384.7,-12.68,209.97,0.33,60
0.0398,1450.4,-13.78,16.63,0.29,15
0.0161,4310.6,-12.99,104.4,0.29,15
0.0428,1532.1,-13.84,14.69,0.37,65
0.0301,3074.4,-14.92,1.21,0.05,60
0.0447,5357.2,-14.43,3.79,0.28,20
0.0213,5242.4,-13.08,84.96,0.06,40
0.0208,4811.2,-12.02,968.63,0.39,75
0.0207,1394.9,-13.4,40.54,0.16,110
0.0471,3129.1,-13.1,80.02,0.11,50
0.0195,4229.4,-14.6,2.53,0.03,10
0.0234,1524.5,-13.47,33.98,0.34,100
0.0458,1652.3,-14.4,4.05,0.21,50
0.0326,3109.1,-13.78,16.65,0.4,80
0.0412,1947,-12.92,121.73,0.11,105
0.0296,1577.6,-13,101.82,0.12,5
0.0462,3373.1,-13.18,67.1,0.34,5
0.0492,3905.3,-12.53,298.95,0.15,60
0.028,1165.6,-12.72,194.67,0.08,80
0.0491,4695.2,-12.97,107.92,0.22,35
0.0183,3447.4,-13.54,29.52,0.18,105
0.0224,2172.2,-12.61,248.32,0.14,15
0.0276,5127.5,-12.98,106.47,0.26,110
0.0268,4855.5,-12.25,574.34,0.09,70
0.0306,4494.2,-13.71,19.6,0.14,110
0.0144,3581.6,-13.24,58.03,0.06,15
0.0157,3817.3,-14.34,4.66,0.39,25
0.0419,1223.3,-11.98,1063.74,0.27,40
0.0139,2449.1,-13.1,81.19,0.36,20
0.0218,5429,-12.61,249.53,0.22,80
0.0361,4755,-14.66,2.24,0.42,55
0.0136,4378.8,-14.56,2.81,0.27,60
0.0229,1880.2,-14.86,1.41,0.16,95
0.0269,1411.2,-13.85,14.33,0.27,60
0.0226,1998.6,-12.12,776.37,0.42,35
0.0482,1502.2,-14.98,1.07,0.33,110
0.0263,4066,-13.97,10.84,0.12,30
0.0201,4896,-14.23,6,0.08,40
0.0352,4531.1,-12.58,269.3,0.22,100
0.0262,4844.5,-14.52,3.09,0.31,60
0.0316,963.6,-14.6,2.53,0.08,35
0.032,1849.9,-13.21,62.41,0.15,3
0.0396,4279.1,-14.08,8.51,0.12,105
0.0458,3648.1,-13.56,28.2,0.34,40
0.0201,1848.5,-13.11,77.93,0.33,75
0.0219,3406,-14.32,4.89,0.2,95
0.0274,1364.8,-14.22,6.1,0.13,20
0.0434,5237.8,-13.27,54.1,0.43,3
0.0363,5122.9,-12.13,749.17,0.05,80
0.0412,5257.8,-13.25,57.04,0.18,85
0.0221,2070.2,-12.11,787.71,0.24,105
0.043,2612.4,-13.46,35.06,0.07,40
0.0351,4534.2,-14.86,1.39,0.41,25
0.0398,4222,-13.19,65.85,0.17,60
0.0356,4592.1,-13.69,20.68,0.25,30
0.0373,1667.8,-12.42,387.3,0.1,10
0.0175,2899.9,-14.92,1.22,0.4,70
0.0168,3200.8,-14.29,5.17,0.19,55
0.0327,1099.7,-12.86,141.05,0.11,55
0.016,3815.7,-13.6,25.69,0.38,110
0.0349,2903,-12.82,154.74,0.25,20
0.036,4343.5,-13.74,18.24,0.09,110
0.0462,5306.5,-12.35,455.88,0.32,110
0.0457,4473,-14.39,4.09,0.42,25
0.0456,3212.4,-13.88,13.26,0.16,20
0.018,4998.5,-15,1.01,0.21,85
0.038,3085.9,-15.01,0.99,0.28,45
0.0414,2070.3,-12.32,480.21,0.06,110
0.0366,1807.8,-13.37,43.33,0.13,105
0.0283,5387.6,-14.38,4.2,0.1,15
0.046,4911,-12,1011.49,0.11,70
0.0472,1159.5,-15.01,1,0.32,20
0.0139,5322.6,-12.57,271.24,0.3,65
0.0335,2715.8,-12.16,699.91,0.29,50
0.0371,1964.2,-13.98,10.56,0.05,30
0.0185,2974.8,-13.12,77.36,0.22,5
0.0477,4116.9,-13.4,40.01,0.04,105
0.0289,3607.8,-12.75,179.99,0.2,100
0.047,5084.5,-14.29,5.17,0.24,60
0.0319,5396.9,-14.2,6.33,0.04,105
0.0309,3705,-13.59,25.95,0.28,85
0.0229,1703.9,-13.19,65.37,0.16,35
0.0138,5399.2,-14.28,5.33,0.3,45
0.0439,2681.1,-13.83,15.08,0.1,105
0.0386,2045.1,-12.65,226.7,0.06,25
0.0153,4760.6,-14.8,1.59,0.2,40
0.0252,4256.6,-12.57,272.92,0.24,35
0.0453,2950.8,-14.02,9.59,0.16,3
0.0161,2837.2,-13.86,13.88,0.17,45
0.0359,2954.4,-12.23,600.23,0.06,100
0.0179,2040.2,-13.91,12.56,0.18,80
0.0201,4879.7,-12.31,494.35,0.24,60
0.0304,2780.8,-13.93,11.86,0.15,40
0.0149,3568.8,-14.74,1.85,0.07,70
0.0386,3977,-13.43,37.53,0.2,105
0.0272,4425.6,-12.75,181.24,0.23,110
0.0419,4387.3,-12.04,932.04,0.41,60
0.0484,3154.5,-14.34,4.68,0.35,5
0.0462,4758.6,-12.77,170.77,0.28,90
0.0314,4057.2,-14.67,2.16,0.29,95
0.0246,1232.3,-12.86,139.21,0.23,110
0.046,5039,-12.49,329.02,0.43,105
0.0321,3594,-13.57,27.5,0.39,15
0.0212,1411.7,-12.23,590.71,0.05,10
0.0151,3606.8,-13.6,25.64,0.15,90
0.014,2401.6,-13.41,39.1,0.21,50
0.0428,1735.9,-12.73,187.25,0.1,10
0.0247,4802.4,-12.96,111.96,0.34,40
0.0403,1720.5,-12.41,398.51,0.37,15
0.0422,5292.5,-13.7,20.42,0.17,10
0.0413,5077.2,-13.77,17.39,0.41,65
0.0446,2116.6,-14.61,2.49,0.15,40
0.0438,1078.6,-13.39,41.66,0.28,20
0.0453,2822.3,-13.93,11.81,0.21,55
0.0466,4114.2,-14.54,2.91,0.06,100
0.0369,4389.2,-13.97,10.89,0.29,55
0.0267,2616,-13.29,52.13,0.16,65
0.024,1181,-14.12,7.64,0.08,30
0.0468,4903.6,-12.04,925.24,0.07,40
